WKT;fid;PG;GKZ;PLZ;Adresse Ge;Lat;Lon;PG_1;GKZ_1;Gemeinde;layer;path;fid_2;id;name;osm_id;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((417887.9000744 5312431.60542891,418437.980134145 5317395.48578503));146;Kirchheim im Innkreis;41211;4656;Kirchham 32;47.959.926.359.999.900;13.900.079.930.000.000;Kirchberg-Thening;41010;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;430;29;UW Vorchdorf;;9150;y;n;n;4994,27
MULTILINESTRING ((1059726.47994617 5324944.86833716,1064446.64622749 5326573.72497011));32;Großhöflein;10303;7051;Hauptstraï¿½e 37;478.334.115;164.815.687;;;;;;148;262;UW Eisenstadt;;4238;y;n;n;4993,31
MULTILINESTRING ((1061447.20042807 5334353.41708301,1056743.02211873 5332694.59151277));69;Loretto;10320;2443;Hauptplatz 9;479.158.402;165.165.626.446.777;;;;;;147;263;UW Wimpassing;;4237;y;n;n;4988,09
MULTILINESTRING ((544698.491483929 5200318.3621521,545833.478246919 5195464.82762695));85;Hengsberg;61017;8412;Marktplatz 2;46.954.887.100.000.000;15.587.446.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;490;228;UW Feiting;;9211;y;n;n;4984,48
MULTILINESTRING ((397561.572348249 5322545.51487767,394714.788372082 5318460.4792489));394;Ungenach;41744;4841;Ungenach 33;48.047.967.139.999.900;13.625.459.460.000.000;Traunkirchen;40718;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;404;16;UW Timelkam;;9124;y;n;n;4979,13
MULTILINESTRING ((412496.148791182 5168903.16422893,415301.853508646 5164797.77004343));122;Treffen am Ossiacher See;20724;9520;Marktplatz 2;46.667.968.600.000.000;13.856.083.699.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;301;446;UW Landskron;;9019;y;n;n;4972,55
MULTILINESTRING ((586373.080417761 5364759.49087536,589274.747576821 5360734.18991444));462;St. Leonhard am Forst;31539;2011;Prager Stra�e 13;48.430.056.399.999.900;16.167.632.699.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;339;65;UW Stockerau;;9058;y;n;n;4962,13
MULTILINESTRING ((564086.310857195 5222759.98490232,564061.352249678 5217798.3019437));59;Gleisdorf;61760;8212;Gersdorf an der Feistritz 78;47.155.219.400.000.000;15.845.411.000.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;489;198;UW Unterrettenbach;;9210;y;n;n;4961,75
MULTILINESTRING ((569998.810897726 5363121.12893101,565170.277753995 5364227.99959129));248;Königsbrunn am Wagram;32115;3465;Rathausplatz 1;48.417.351.900.000.000;15.946.039.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;280;73;UW Kirchberg;;4052;y;n;n;4953,78
MULTILINESTRING ((498307.033620603 5240440.3913355,500134.148995101 5245038.98559141));223;St. Margarethen bei Knittelfeld;62046;8714;Dorfplatz 14;47.317.431.900.000.000;14.977.598.600.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;465;493;UW Sankt Michael;;9186;y;n;n;4948,27
MULTILINESTRING ((1061042.48803381 5297750.17304341,1058082.74018162 5293786.54698605));62;Lackenbach;10808;7322;Postgasse 6;475.896.652;164.640.825;;;;;;286;188;UW Markt Sankt Martin;;9004;y;n;n;4946,76
MULTILINESTRING ((596539.016632673 5341057.71505935,591901.081738371 5339354.10581391));16;Ottakring;90016;;;;;;;;;;539;330;UW Wien West;;9264;y;n;n;4940,923451
MULTILINESTRING ((396154.82009775 5173895.13167048,392500.649589328 5177218.30355647));87;Paternion;20720;9711;Hauptstra�e 83;46.710.545.150.000.000;13.641.388.100.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;72;418;KW Kamering;;4162;y;n;n;4939,27
MULTILINESTRING ((1086027.21073109 5329917.1703502,1090932.09415584 5329337.77790293));113;Podersdorf_am_See;10718;7141;Hauptstraï¿½e 2;478.543.692;168.365.134;;;;;;284;267;UW Frauenkirchen;;9002;y;n;n;4938,99
MULTILINESTRING ((407483.722524498 5344363.1255626,412292.542486423 5343247.50425929));382;Ternberg;41517;4715;Taufkirchen 105;48.245.728.399.999.900;13.753.820.299.999.900;Suben;41425;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;415;34;UW Grieskirchen;;9135;y;n;n;4936,53
MULTILINESTRING ((469054.041253597 5346841.21076342,465766.189626507 5343162.47593214));359;St. Thomas am Blasenstein;41122;4311;Schacherbergstra�e 3;48.274.020.100.000.000;14.582.936.000.000.000;St. Peter am Wimberg;41334;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;421;682;UW Mauthausen;;9141;y;n;n;4933,87
MULTILINESTRING ((386307.085007833 5200996.25655713,388473.858893634 5196570.22770558));71;Malta;20619;9854;Malta 13;46.952.744.400.000.000;13.505.849.400.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;277;509;UW Gmuend;;4049;y;n;n;4927,94
MULTILINESTRING ((503818.260497897 5207551.33382411,506961.475595167 5203758.89364472));33;Ehrenhausen an der Weinstraße;61049;8583;Packer Stra�e 17;47.021.470.999.999.900;15.050.243.500.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;84;350;UW St. Martin;;4174;y;n;n;4925,69
MULTILINESTRING ((189277.197985072 5235882.77009263,187763.838095164 5240565.55442135));161;Oetz;70214;6433;Hauptstra�e 51;47.202.905.500.000.000;10.897.092.700.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;60;527;UW Westtirol;;4150;y;y;y;4921,25
MULTILINESTRING ((176534.056350484 5232707.97008518,175919.875800365 5237588.69501562));269;Wenns;70224;6473;Unterdorf 9;47.168.273.900.000.000;10.731.585.800.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;498;535;KW Imst;;9220;y;n;n;4919,22
MULTILINESTRING ((175339.86124338 5266734.9668453,179809.125080974 5268785.67404358));82;Höfen;70816;6604;Hauptstra�e 24;47.473.008.299.999.900;10.691.072.900.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;501;541;Reutte;;9223;y;n;n;4917,29
MULTILINESTRING ((515474.447805987 5203676.17541532,512087.225418857 5207236.35963491));131;Ludersdorf-Wilfersdorf;61727;8563;Ligist 22;46.986.429.600.000.000;15.203.491.169.999.900;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;85;349;UW Arnstein;;4175;y;n;n;4914,08
MULTILINESTRING ((578416.341112122 5383894.48105741,579026.721263727 5379027.60365595));138;Grafenegg;31308;2020;Sch�ngrabern 172;48.603.213.400.000.000;16.063.687.300.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;350;67;UW Hollabrunn;;9069;y;n;n;4905
MULTILINESTRING ((358775.73487019 5341284.28568709,354095.612786087 5342735.97311101));47;Desselbrunn;41707;5282;Gemeinde Burgkirchen;48.209.064.329.999.900;13.099.067.760.000.000;Bruck-Waasen;40803;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;111;43;AMAG Austria Metall AG;;4201;y;n;n;4900,1
MULTILINESTRING ((1097271.1458079 5345310.5472829,1096899.48219546 5340429.03566501));171;Zurndorf;10724;2424;Untere Hauptstraï¿½e 4;47.981.197;17.006.643;;;;;;295;322;UW Zurndorf;;9013;y;n;y;4895,64
MULTILINESTRING ((208872.029090215 5243712.36985897,213734.554847775 5243144.58411495));173;Polling in Tirol;70342;6404;Polling 107;47.282.167.000.000.000;11.150.115.000.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;520;603;UW Zirl;;9242;y;n;n;4895,56
MULTILINESTRING ((369230.214515768 5175343.96555054,366330.411061102 5179281.89674684));127;Weißenstein;20726;9762;Techendorf 90;46.718.854.350.000.000;13.288.863.900.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;276;404;UW Steinfeld;;4048;y;n;n;4890,42
MULTILINESTRING ((421443.572656779 5331952.75838101,418101.396326315 5328385.23181203));101;Gurten;41208;4623;Marktgemeinde Gunskirchen;48.135.976.800.000.000;13.944.117.200.000.000;Grünbach;40602;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;399;25;UW Lambach;;9119;y;y;n;4888,5
MULTILINESTRING ((110360.527083822 5228560.63391353,114055.79654304 5225360.61848641));91;;80129;6773;Dorfstra�e 26;47.095.306.299.999.900;9.865.251.600.000.000;;;Vandans;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;536;549;UW Tschagguns;;9260;y;n;n;4888,26
MULTILINESTRING ((630054.614604963 5378422.51967936,628813.674665276 5383146.97389351));568;Zillingdorf;32338;2225;Hauptstra�e 12;48.545.411.899.999.900;16.762.152.100.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;267;302;UW Prinzendorf;;4040;y;n;n;4884,71
MULTILINESTRING ((542261.137449005 5206985.6562631,537389.255284853 5207109.45703534));265;Vasoldsberg;60653;8076;Hauptplatz 1;47.015.041.699.999.900;15.556.037.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;469;224;UW Grambach;;9190;y;n;n;4873,45
MULTILINESTRING ((260122.175218429 5254078.73761208,255296.10158188 5253496.34637827));231;Strass im Zillertal;70930;6261;Oberdorf 68;47.396.059.000.000.000;11.821.073.500.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;61;615;Achensee KW;;4151;y;n;n;4861,09
MULTILINESTRING ((462763.425790405 5193063.55037573,459154.332337634 5189814.46883594));46;Guttaring;20509;9334;Unterer Markt 3;46.890.065.399.999.900;14.511.211.189.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;320;502;UW Treibach;;9038;y;n;n;4856,14
MULTILINESTRING ((1048647.52639499 5317372.01070254,1044503.36402187 5319901.06962359));4;Bad_Sauerbrunn;10611;7202;Wiener Neustï¿½dter Straï¿½e 2;477.753.596;16.325.187;;;;;;293;171;UW Neudoerfl;;9011;y;n;n;4854,92
MULTILINESTRING ((537915.458303416 5202291.96664724,537389.255284853 5207109.45703534));44;Fladnitz an der Teichalm;61758;8410;Erzherzog-Johann-Platz 21;46.973.069.199.999.900;15.498.469.790.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;469;224;UW Grambach;;9190;y;n;n;4846,14
MULTILINESTRING ((544712.07881303 5366513.59199767,544871.734035319 5361674.20985997));482;Stratzing;31347;3552;Untere Hauptstra�e 1;48.450.172.700.000.000;15.604.674.400.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;360;135;UW Krems;;9079;y;n;n;4842,02
MULTILINESTRING ((356806.335261562 5301606.9632189,352395.004177325 5299654.05771039));30;Goldegg;50410;5300;Dorfstraße 45;47.851.841.499.999.900;13.085.837.359.999.900;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;440;52;UW Hagenau;;9160;y;n;n;4824,28
MULTILINESTRING ((481302.54810213 5324432.00092922,485984.841569537 5323292.58493533));24;Aschbach-Markt;30504;3361;Rathausplatz 1;48.072.888.499.999.900;14.748.994.950.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;338;96;UW Ulmerfeld-Hausmening;;9057;y;n;n;4818,94
MULTILINESTRING ((478080.961738934 5341706.21712759,482178.997550764 5339186.45703911));19;Arbing;41102;4341;Hauptstra�e 39;48.228.199.099.999.900;14.704.857.300.000.000;Ansfelden;41002;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;431;786;UW Baumgartenberg;;9151;y;n;n;4810,73
MULTILINESTRING ((197864.237265326 5247885.17309625,201872.515920793 5245239.85358316));272;Wildermieming;70368;6413;Wildermieming 36;47.314.645.650.000.000;11.002.077.740.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;281;602;UW Rietz;;4053;y;n;n;4802,5
MULTILINESTRING ((378969.758472896 5251662.63695669,378047.566900422 5246954.14154758));64;Muhr;50505;5531;Dorfplatz 60;47.407.188.699.999.900;13.395.787.000.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;447;514;UW Reitdorf;;9167;y;n;n;4797,95
MULTILINESTRING ((613303.842643514 5322619.37145412,609054.229403247 5320392.23314742));81;Ebergassing;30729;2435;Schwadorfer Stra�e 9;48.046.795.000.000.000;16.520.303.899.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;336;180;UW Moosbrunn;;9054;y;n;n;4797,85
MULTILINESTRING ((354845.12373378 5338000.37463872,354095.612786087 5342735.97311101));209;Neukirchen an der Vöckla;41716;5145;Dorfplatz 1;48.178.649.800.000.000;13.047.314.399.999.900;Neuhofen an der Krems;41014;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;111;43;AMAG Austria Metall AG;;4201;y;n;n;4794,54
MULTILINESTRING ((432819.15749051 5264884.35264788,432756.569712602 5260091.78554152));242;Stainz;60350;8951;Hauptplatz 27;47.533.909.500.000.000;14.107.405.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;462;728;UW Irdning;;9183;y;n;n;4792,98
MULTILINESTRING ((104956.865070716 5277314.23046781,103587.749544496 5272721.76117978));52;;80226;6911;Landstra�e 22;47.528.967.899.999.900;9.751.144.500.000.000;;;Lochau;vorarlberg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=vorarlberg-gemeinden-repro;529;576;UW Rieden;;9252;y;n;n;4792,21
MULTILINESTRING ((531814.721542512 5220523.30070275,531561.429272668 5215742.60880218));246;Stiwoll;60646;8046;Dorfplatz 1;47.137.443.750.000.000;15.419.551.320.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;487;235;UW Graz Nord;;9208;y;n;n;4787,4
MULTILINESTRING ((511853.223797449 5341417.45551425,513462.490542388 5336915.97527387));296;Maria Taferl;31523;3672;Maria Taferl Nr. 35;48.225.869.199.999.900;15.159.597.900.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;123;91;UW Erlauf;;4213;y;n;n;4780,49
MULTILINESTRING ((367444.404529357 5311735.74849145,368076.401619428 5316472.92592224));26;Flachau;50408;5202;Hauptstraße 30;47.945.212.400.000.000;13.224.858.100.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;113;39;UW Lengau;;4203;y;n;n;4779,15
MULTILINESTRING ((450158.729157797 5169957.64203591,451861.783925369 5165495.04437735));73;Maria Saal;20418;9063;Am Platzl 7;46.681.320.499.999.900;14.348.278.499.999.900;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;75;505;Blasendorf;;4165;y;n;n;4776,52
MULTILINESTRING ((383610.296580622 5288440.52761638,387989.422516716 5286535.00243073));338;St. Johann am Wimberg;41331;5360;Markt 28;47.738.834.199.999.900;13.447.523.600.000.000;St. Georgen bei Grieskirchen;40825;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;419;4;UW Strobl;;9139;y;n;n;4775,75
MULTILINESTRING ((383610.296580622 5288440.52761638,387989.422516716 5286535.00243073));43;Hüttau;50412;5360;Markt 28;47.738.834.199.999.900;13.447.523.600.000.000;;;;salzburg-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=salzburg-gemeinden-repro;419;4;UW Strobl;;9139;y;n;n;4775,75
MULTILINESTRING ((482725.497514999 5319360.80348307,480721.464344127 5315034.25810577));233;Kematen an der Ybbs;30517;3361;1. Stra�e 31;48.027.302.900.000.000;14.768.302.000.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;371;99;UW Gerstl;;9090;y;n;n;4768,14
MULTILINESTRING ((288387.232788459 5284760.19898577,289765.519275004 5280197.90082762));42;Erl;70510;6343;Dorf 39;47.681.566.699.999.900;12.180.398.400.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;178;767;WKW Oberaufdorf-Ebbs;;4268;y;n;n;4765,95
MULTILINESTRING ((607204.790571397 5326586.63133647,605750.419596235 5331122.63064356));195;Höflein;30712;2325;Hauptstra�e 38;48.083.531.100.000.000;16.439.489.500.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;140;178;UW Wien Suedost;;4230;y;y;y;4763,45
MULTILINESTRING ((475583.702233197 5228410.56710903,479223.435998693 5225339.44099791));48;Friedberg;62211;8753;Hauptplatz 3;47.208.731.899.999.900;14.677.583.070.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;81;373;UW Zeltberg;;4171;y;y;n;4762,3
MULTILINESTRING ((485606.009102704 5225930.09538485,488137.458629982 5229961.44873004));132;Maria Lankowitz;61632;8741;Hauptstra�e 22;47.186.707.599.999.900;14.810.006.200.000.000;;;;steiermark repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=steiermark repro;232;492;UW Knittelfeld Ost;;4006;y;n;n;4760,26
MULTILINESTRING ((191719.451569457 5246554.18368459,194897.86462007 5243012.10483489));160;Obsteig;70213;6416;Oberstrass 218;47.299.836.999.999.900;10.921.898.770.000.000;;;;tirol-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=tirol-gemeinden-repro;512;529;UW Silz;;9234;y;y;n;4759,06
MULTILINESTRING ((499234.816805761 5330583.43873317,503544.274909687 5332593.29851189));52;Blindenmarkt;31505;3372;Hauptstra�e 17;48.128.506.850.000.000;14.989.716.670.000.000;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;120;84;UW Ybbsfeld;;4210;y;y;n;4755,1
MULTILINESTRING ((490047.147737048 5171963.50515305,490389.871106413 5167224.95181186));106;St. Georgen im Lavanttal;20914;9470;Platz St. Blasien 1;46.701.153.699.999.900;14.869.809.600.000.000;;;;kaernten-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=kaernten-gemeinden-repro;77;474;KW Schwabeck;;4167;y;n;n;4750,93
MULTILINESTRING ((428266.889175232 5341423.38557564,426039.297447199 5337230.8987895));46;Burgkirchen;40405;4611;Marktgemeinde Buchkirchen;48.221.976.939.999.900;14.034.216.799.999.900;Braunau am Inn;40404;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;407;712;UW Puchberg;;9127;y;n;n;4747,54
MULTILINESTRING ((524662.983445034 5341598.31922678,520028.225097946 5340571.51884891));308;Meiseldorf;31114;3390;Rathausplatz 11;48.227.127.600.000.000;15.332.083.389.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;332;121;UW Bergern;;9050;y;n;n;4747,14
MULTILINESTRING ((584715.28420889 5278387.84475843,584654.823018035 5273644.38271098));522;Warth;31843;2840;Marktplatz 3;47.653.338.499.999.900;16.128.131.799.999.900;;;;niederoesterreich-wien-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=niederoesterreich-wien-gemeinden-repro;373;169;UW Edlitz;;9092;y;n;n;4743,85
MULTILINESTRING ((446404.601568414 5332729.89651517,444444.733589785 5337048.01654437));315;Schwand im Innkreis;40442;4502;St. Marien 1;48.145.560.600.000.000;14.279.488.499.999.900;Schlierbach;40917;;oberoesterreich-gemeinden-repro;C:/Users/aklauzer/Documents/QGIS/spatialquery2.gpkg|layername=oberoesterreich-gemeinden-repro;427;718;UW Nettingsdorf;;9147;y;n;n;4742,07
